Frequency,Recency,MonetaryValue,Cluster
1,75.0,181.09,0
1,61.0,360.16,0
2,15.0,250.15,0
1,4.0,90.04000000000002,0
1,285.0,145.05,1
6,4.0,813.5199999999999,0
1,40.0,244.79999999999995,0
1,36.0,528.0799999999999,0
2,74.0,482.47,0
14,17.0,3347.71,2
7,15.0,5493.460000000001,2
1,219.0,75.66,1
1,186.0,129.49,3
4,32.0,1187.66,0
1,70.0,618.5900000000001,0
1,182.0,506.19,3
2,15.0,500.42,0
1,235.0,151.85000000000002,1
5,31.0,2647.59,0
1,263.0,226.21,1
2,3.0,178.96,0
4,51.0,813.4800000000001,0
1,245.0,129.45,1
2,80.0,810.5699999999999,0
1,274.0,333.08,1
17,0.0,4413.1,2
1,79.0,322.80000000000007,0
5,29.0,2188.05,0
2,73.0,417.73,0
6,17.0,2883.1000000000004,0
2,222.0,217.9,1
4,32.0,1154.4700000000005,0
10,22.0,1680.72,2
3,31.0,1257.51,0
1,105.0,231.1,3
2,4.0,688.33,0
1,245.0,487.51,1
2,177.0,833.78,3
2,169.0,214.06,3
1,42.0,290.66,0
1,71.0,518.4200000000001,0
7,58.0,6773.97,2
2,16.0,1212.6600000000003,0
4,141.0,601.2699999999999,3
6,17.0,3794.52,2
15,22.0,8625.800000000001,2
4,9.0,933.62,0
1,368.0,123.24,1
1,189.0,39.12,3
4,16.0,1267.65,0
1,362.0,135.39999999999998,1
1,19.0,118.98,0
2,68.0,570.13,0
6,15.0,306.72,0
3,23.0,1374.87,0
11,16.0,4095.9,2
3,28.0,1692.27,0
20,2.0,8134.94,2
2,54.0,319.61,0
4,33.0,1592.12,0
12,2.0,3109.99,2
1,366.0,129.75,1
1,43.0,183.7,0
6,72.0,1770.34,0
5,4.0,1028.0,0
28,4.0,66653.56,2
2,61.0,324.24,0
7,47.0,3062.83,2
4,1.0,1260.86,0
2,75.0,422.6,0
2,72.0,225.58,0
2,256.0,1276.0,1
2,68.0,482.01,0
4,135.0,657.9,3
1,241.0,112.75,1
2,226.0,1998.0,1
13,8.0,5076.550000000001,2
13,8.0,5398.299999999999,2
20,0.0,14034.990000000002,2
3,37.0,531.3499999999999,0
1,45.0,656.6300000000001,0
5,84.0,3029.8700000000003,0
10,19.0,2483.04,2
5,3.0,1651.03,0
11,9.0,3645.43,2
15,18.0,6923.13,2
3,218.0,1161.53,1
1,78.0,301.72,0
2,266.0,901.2,1
6,23.0,3858.38,0
1,369.0,623.7500000000002,1
7,14.0,1790.42,2
1,26.0,155.24,0
1,262.0,292.47,1
13,17.0,4730.81,2
2,91.0,589.15,3
7,302.0,781.02,1
5,26.0,1382.02,0
1,364.0,272.81999999999994,1
4,46.0,1054.67,0
21,38.0,7239.92,2
3,52.0,743.11,0
1,31.0,603.7499999999999,0
3,52.0,650.51,0
5,78.0,2300.56,0
1,53.0,417.6,0
1,297.0,3.75,1
1,176.0,323.00000000000006,3
1,46.0,464.9,0
7,29.0,2238.09,2
7,11.0,1304.76,2
17,86.0,7194.3,2
18,4.0,6697.66,2
2,37.0,836.06,0
5,17.0,1515.9,0
5,44.0,623.9300000000001,0
1,30.0,1764.7199999999998,0
1,372.0,207.5,1
1,58.0,223.92,0
1,372.0,2002.4,1
3,114.0,1496.83,3
1,214.0,239.40000000000003,1
1,318.0,106.83,1
1,65.0,369.34,0
3,7.0,789.79,0
1,96.0,316.62,3
3,19.0,1501.38,0
1,198.0,611.8500000000001,3
13,3.0,2799.25,2
1,294.0,34.0,1
2,273.0,1145.5999999999997,1
11,30.0,5580.6,2
3,47.0,478.0899999999999,0
1,260.0,380.39,1
5,57.0,770.1,0
5,33.0,2246.8100000000004,0
1,57.0,171.58999999999995,0
4,67.0,661.52,0
11,10.0,1695.66,2
1,60.0,388.28,0
2,80.0,226.35,0
2,74.0,245.94,0
22,2.0,10629.72,2
2,100.0,425.19,3
1,372.0,311.25,1
13,10.0,2279.9,2
1,19.0,107.6,0
2,123.0,597.4799999999999,3
1,8.0,80.8,0
6,3.0,1545.62,0
7,29.0,1721.7799999999995,2
2,282.0,110.37999999999998,1
1,57.0,243.84,0
10,1.0,1222.7099999999998,2
1,365.0,414.88,1
1,89.0,305.61999999999995,0
1,11.0,1201.4899999999998,0
4,163.0,1619.7299999999998,3
1,65.0,332.3,0
3,23.0,536.99,0
2,173.0,460.5899999999999,3
4,103.0,801.4900000000001,3
3,142.0,1121.59,3
2,99.0,288.42,3
5,23.0,914.69,0
1,192.0,309.54,3
2,4.0,547.0699999999999,0
1,360.0,479.3500000000001,1
10,8.0,1692.98,2
21,14.0,6509.1,2
4,103.0,417.06000000000006,3
9,2.0,1604.75,2
11,10.0,3349.57,2
1,95.0,497.61,3
1,227.0,358.37999999999994,1
2,15.0,460.64,0
2,38.0,775.1800000000001,0
1,51.0,341.70000000000005,0
2,93.0,128.5,3
1,156.0,197.22,3
1,38.0,325.91,0
3,184.0,199.15,3
4,1.0,1106.53,0
1,227.0,413.46,1
2,128.0,180.85,3
2,39.0,251.87000000000003,0
11,31.0,3170.98,2
2,197.0,588.85,3
34,8.0,16594.35,2
6,36.0,1869.82,0
3,100.0,1264.19,3
16,42.0,10196.570000000002,2
1,50.0,214.32,0
1,43.0,193.44,0
1,52.0,281.42,0
1,186.0,124.57,3
1,333.0,332.41,1
3,4.0,342.45000000000005,0
2,10.0,144.91,0
2,23.0,328.4000000000001,0
1,14.0,35.400000000000006,0
1,368.0,375.69000000000005,1
2,144.0,747.81,3
2,59.0,173.76,0
2,31.0,502.8,0
3,140.0,207.74,3
4,22.0,825.4200000000001,0
6,22.0,2812.34,0
3,77.0,680.02,0
6,4.0,7123.620000000001,2
5,67.0,2095.53,0
6,12.0,853.7199999999999,0
1,84.0,13.3,0
7,30.0,1519.08,2
1,66.0,432.0,0
3,66.0,705.12,0
2,187.0,276.73,3
2,37.0,429.84,0
3,15.0,471.51,0
1,35.0,194.88,0
3,194.0,1578.67,3
5,1.0,809.7,0
5,1.0,525.5400000000001,0
1,366.0,145.93,1
1,64.0,219.14,0
2,299.0,289.78,1
3,26.0,508.81,0
6,7.0,1281.56,0
3,16.0,887.1099999999999,0
1,116.0,1706.88,3
1,29.0,373.24,0
16,4.0,3754.27,2
7,5.0,3102.4300000000003,2
4,81.0,579.7700000000003,0
5,29.0,981.65,0
1,72.0,379.14,0
8,4.0,1510.06,2
11,28.0,2575.38,2
1,290.0,113.44,1
1,36.0,208.45999999999995,0
6,9.0,621.6800000000001,0
2,23.0,576.2600000000001,0
1,276.0,391.52,1
6,49.0,1068.8200000000002,0
11,156.0,2596.4500000000007,3
1,61.0,169.79000000000002,0
19,12.0,7247.610000000001,2
3,21.0,846.75,0
1,371.0,230.25,1
3,115.0,543.0500000000001,3
17,80.0,2847.6,2
7,3.0,1295.39,2
3,26.0,380.55,0
21,5.0,4604.22,2
1,53.0,161.93999999999997,0
2,1.0,563.23,0
2,54.0,950.93,0
1,25.0,262.68,0
4,8.0,2736.38,0
3,52.0,3049.88,0
9,12.0,1920.59,2
3,211.0,816.73,3
19,21.0,4345.5,2
1,235.0,406.48,1
3,138.0,435.02,3
6,3.0,1286.2700000000002,0
3,56.0,1178.56,0
3,134.0,1277.7500000000002,3
2,109.0,167.61,3
1,30.0,20.8,0
9,0.0,2085.08,2
4,184.0,518.67,3
1,17.0,308.74,0
2,239.0,416.64,1
1,87.0,117.35,0
3,38.0,507.05,0
1,116.0,234.17,3
1,187.0,110.55,3
1,226.0,201.19,1
7,8.0,2154.9700000000003,2
1,189.0,319.02,3
2,4.0,439.43,0
3,39.0,650.4100000000001,0
1,38.0,357.21,0
1,267.0,251.52,1
1,77.0,344.3299999999999,0
6,3.0,1852.0,0
2,255.0,1078.9600000000005,1
1,60.0,384.06,0
7,12.0,1931.25,2
2,88.0,4481.35,0
10,17.0,5464.12,2
2,29.0,1873.2,0
7,3.0,1625.0500000000002,2
1,5.0,126.12,0
6,7.0,1133.25,0
1,218.0,179.0,1
5,10.0,1614.3099999999995,0
6,30.0,1456.9600000000005,0
3,288.0,702.0,1
4,149.0,295.0,3
2,23.0,484.82,0
11,0.0,3989.57,2
3,85.0,1493.7300000000002,0
2,46.0,1412.9400000000005,0
4,4.0,781.7800000000001,0
6,50.0,889.9299999999998,0
1,18.0,195.36,0
1,30.0,270.9,0
3,8.0,586.3299999999999,0
3,28.0,1842.56,0
20,2.0,8694.26,2
2,40.0,920.1,0
4,11.0,1272.61,0
1,31.0,71.0,0
3,45.0,95.85,0
3,60.0,357.77,0
2,185.0,154.83,3
6,78.0,890.2900000000001,0
2,110.0,716.0,3
1,63.0,146.87000000000003,0
2,11.0,380.35,0
3,86.0,1030.14,0
3,16.0,745.5200000000001,0
2,245.0,433.53,1
1,87.0,1267.32,0
1,30.0,112.40000000000002,0
1,137.0,449.73,3
3,26.0,1081.57,0
5,2.0,1044.38,0
4,32.0,1735.18,0
1,25.0,948.48,0
3,113.0,339.43999999999994,3
1,157.0,642.0199999999999,3
3,85.0,1100.9,0
3,117.0,925.35,3
9,2.0,5659.98,2
6,96.0,3228.84,3
1,194.0,247.14,3
1,28.0,413.75,0
1,130.0,498.48,3
5,28.0,1356.3300000000002,0
3,81.0,1179.89,0
5,29.0,3095.04,0
1,266.0,234.24,1
11,73.0,5232.23,2
4,313.0,538.37,1
7,21.0,1461.14,2
3,58.0,859.35,0
21,12.0,4552.139999999999,2
9,28.0,2709.7,2
1,114.0,312.14,3
9,28.0,2429.03,2
4,17.0,1446.09,0
4,17.0,834.1199999999999,0
3,36.0,841.08,0
2,36.0,378.2000000000001,0
1,78.0,118.8,0
2,22.0,287.62,0
2,25.0,290.16,0
2,33.0,2003.85,0
3,109.0,1405.78,3
2,35.0,2949.75,0
5,123.0,1566.65,3
6,7.0,2050.08,0
4,28.0,1991.01,0
7,4.0,2043.9500000000005,2
9,2.0,3827.7600000000007,2
4,50.0,1777.7800000000002,0
1,322.0,301.99999999999994,1
3,22.0,1324.16,0
4,15.0,1022.13,0
8,2.0,954.42,2
2,18.0,971.74,0
4,10.0,1621.73,0
1,261.0,25.5,1
2,159.0,665.7799999999999,3
6,33.0,10815.43,2
6,29.0,885.0400000000001,0
1,165.0,163.3,3
1,47.0,248.61,0
8,5.0,808.62,2
3,8.0,837.4999999999997,0
1,288.0,116.2,1
1,317.0,157.02,1
2,3.0,606.91,0
1,233.0,307.46000000000004,1
1,119.0,138.32,3
1,161.0,345.29999999999995,3
1,185.0,298.89,3
1,50.0,259.35,0
5,152.0,1004.75,3
1,334.0,157.08999999999995,1
5,5.0,2463.17,0
7,15.0,4892.240000000001,2
2,106.0,425.0,3
7,16.0,1139.73,2
1,275.0,380.5,1
12,15.0,10668.47,2
1,247.0,465.32,1
1,239.0,578.9999999999999,1
2,1.0,984.57,0
3,105.0,749.7800000000001,3
4,22.0,1714.59,0
1,51.0,124.88,0
3,194.0,1689.5,3
1,24.0,213.78,0
1,75.0,329.34,0
2,17.0,251.69999999999996,0
2,7.0,318.99999999999994,0
3,32.0,1266.97,0
3,21.0,1538.88,0
6,31.0,3518.03,0
10,28.0,1715.46,2
2,21.0,293.1,0
7,32.0,2467.3499999999995,2
1,284.0,158.68,1
2,38.0,206.34,0
2,57.0,835.7800000000002,0
1,289.0,224.91,1
1,78.0,317.76,0
8,5.0,3766.6,2
1,217.0,59.9,1
4,44.0,1443.69,0
1,201.0,306.13,3
3,178.0,711.79,3
4,56.0,796.03,0
2,57.0,239.92,0
6,7.0,3347.3099999999995,2
2,46.0,144.0,0
1,226.0,203.95,1
7,11.0,2474.23,2
2,106.0,384.4,3
2,58.0,444.74,0
7,28.0,2095.13,2
7,35.0,1699.2999999999995,2
2,273.0,262.62,1
1,29.0,1013.01,0
3,23.0,692.22,0
1,53.0,342.63,0
6,35.0,3563.8499999999995,0
4,175.0,1564.56,3
1,53.0,384.08,0
1,53.0,204.24,0
8,26.0,2317.2200000000003,2
1,253.0,226.85,1
7,40.0,2781.2300000000005,2
6,60.0,1069.12,0
1,234.0,113.5,1
10,4.0,1960.72,2
1,31.0,114.23,0
14,24.0,3198.25,2
2,7.0,335.13000000000005,0
1,65.0,354.15,0
2,310.0,426.79,1
1,308.0,393.49,1
6,18.0,939.32,0
8,15.0,1906.09,2
2,96.0,318.76000000000005,3
8,264.0,3638.41,1
10,12.0,3174.32,2
2,2.0,421.52,0
1,35.0,190.88,0
1,182.0,149.89,3
2,25.0,550.0600000000002,0
6,12.0,916.13,0
2,11.0,314.69,0
17,2.0,3744.65,2
1,312.0,382.50000000000006,1
2,108.0,1135.04,3
26,1.0,8676.849999999999,2
1,53.0,954.9,0
1,204.0,171.45000000000002,3
1,15.0,282.19,0
1,120.0,318.65000000000003,3
2,3.0,384.52,0
1,362.0,283.28,1
2,116.0,353.86,3
1,18.0,178.26,0
2,4.0,272.44,0
2,40.0,298.41,0
2,107.0,240.0,3
2,148.0,603.37,3
5,52.0,1253.36,0
1,208.0,63.440000000000005,3
2,138.0,562.9000000000002,3
3,2.0,310.64,0
2,127.0,317.61999999999995,3
4,107.0,763.64,3
4,42.0,2148.630000000001,0
1,35.0,111.98000000000002,0
2,227.0,1065.35,1
1,241.0,246.04,1
1,57.0,187.83,0
3,130.0,1703.4100000000003,3
6,60.0,1652.58,0
1,21.0,153.92000000000002,0
7,26.0,1064.11,2
7,9.0,1419.73,2
3,31.0,944.41,0
2,3.0,525.24,0
1,308.0,550.8000000000001,1
9,8.0,1875.11,2
3,28.0,556.95,0
1,17.0,131.78,0
2,101.0,498.42,3
4,11.0,669.1099999999999,0
1,21.0,197.63,0
5,14.0,1135.63,0
1,361.0,250.04,1
19,10.0,8631.310000000001,2
1,95.0,82.75,3
2,78.0,1384.85,0
3,138.0,644.3,3
1,31.0,2328.84,0
8,24.0,2527.92,2
38,1.0,6292.26,2
3,46.0,2600.34,0
3,100.0,1200.62,3
2,8.0,700.8599999999999,0
7,15.0,921.07,2
4,17.0,990.23,0
1,280.0,96.8,1
2,14.0,523.11,0
2,22.0,363.9,0
1,123.0,175.2,3
1,85.0,494.25,0
2,302.0,307.02000000000004,1
4,151.0,2027.87,3
8,17.0,6643.93,2
2,94.0,243.36,3
11,29.0,12353.29,2
3,156.0,781.3599999999999,3
1,355.0,193.64,1
1,46.0,160.57000000000002,0
4,15.0,537.7400000000001,0
15,3.0,2676.56,2
1,86.0,228.96,0
5,14.0,1159.52,0
1,179.0,110.75,3
4,8.0,1286.0700000000002,0
3,36.0,587.15,0
2,129.0,1740.0,3
1,50.0,1393.06,0
1,311.0,178.21999999999997,1
2,24.0,388.13999999999993,0
2,303.0,365.85,1
1,11.0,127.86,0
3,17.0,585.7900000000001,0
3,49.0,488.2000000000001,0
2,239.0,312.23,1
11,0.0,4481.18,2
8,12.0,4801.56,2
1,238.0,168.39999999999998,1
8,23.0,1912.6700000000003,2
4,72.0,446.18,0
3,17.0,423.88999999999993,0
8,40.0,1342.68,2
4,40.0,646.9200000000001,0
2,218.0,495.7699999999999,1
3,199.0,400.1,3
2,70.0,203.2,0
20,23.0,4100.92,2
1,11.0,404.66,0
29,8.0,20275.61,2
1,65.0,65.4,0
1,4.0,199.29,0
2,19.0,336.4,0
1,14.0,261.11,0
6,7.0,2686.4200000000005,0
2,19.0,784.1099999999999,0
4,77.0,1259.5600000000002,0
34,0.0,31833.68,2
2,163.0,508.8,3
2,306.0,457.91,1
1,219.0,203.86999999999995,1
8,39.0,7330.8,2
2,22.0,696.4100000000001,0
3,114.0,653.38,3
5,126.0,2129.96,3
13,4.0,2633.8499999999995,2
1,36.0,281.62,0
15,4.0,31906.82,2
3,1.0,1031.41,0
3,333.0,2200.42,1
1,163.0,32.65,3
2,184.0,771.8499999999999,3
5,16.0,1214.72,0
3,12.0,778.9399999999999,0
7,2.0,1258.0600000000002,2
2,43.0,778.0,0
1,79.0,507.8399999999999,0
7,29.0,6893.42,2
2,42.0,463.46,0
12,11.0,4226.57,2
3,50.0,598.83,0
6,16.0,1979.37,0
2,46.0,698.41,0
2,19.0,759.1700000000001,0
6,8.0,5037.26,2
1,71.0,100.8,0
28,0.0,17256.85,2
3,128.0,524.9200000000001,3
2,32.0,265.76000000000005,0
1,313.0,403.3,1
2,18.0,365.76,0
1,88.0,303.16,0
7,2.0,2373.82,2
2,1.0,216.3,0
1,253.0,388.4500000000001,1
3,156.0,186.42,3
6,36.0,2248.56,0
1,219.0,534.24,1
3,147.0,2940.04,3
2,176.0,120.9,3
2,40.0,541.53,0
7,2.0,2520.86,2
46,8.0,194550.79,2
7,1.0,1721.4,2
2,17.0,486.72,0
4,192.0,517.53,3
1,203.0,131.7,3
1,365.0,249.86,1
5,126.0,1737.7,3
1,15.0,316.49999999999994,0
2,43.0,657.3,0
6,94.0,622.43,3
3,22.0,757.4599999999999,0
2,60.0,675.6899999999999,0
5,16.0,1896.41,0
1,158.0,289.96000000000004,3
2,10.0,763.28,0
2,10.0,137.0,0
5,16.0,1870.9700000000005,0
5,44.0,1125.07,0
3,191.0,710.29,3
1,79.0,194.36999999999995,0
1,77.0,511.82,0
4,3.0,1255.59,0
3,65.0,414.04,0
1,261.0,396.87,1
2,58.0,376.63999999999993,0
7,0.0,2092.32,2
10,1.0,3558.8700000000003,2
1,248.0,374.57,1
2,7.0,497.56000000000006,0
1,358.0,271.05,1
1,75.0,272.22,0
1,289.0,622.8799999999999,1
3,17.0,1138.0,0
2,220.0,288.6,1
4,9.0,689.0999999999999,0
2,2.0,558.9599999999999,0
9,206.0,2997.03,3
2,161.0,1145.84,3
1,75.0,302.20000000000005,0
2,261.0,605.58,1
1,280.0,387.31,1
8,57.0,6115.139999999999,2
1,24.0,308.48,0
31,2.0,91062.38,2
10,28.0,2924.99,2
1,72.0,513.2,0
1,128.0,208.65,3
4,31.0,639.02,0
5,15.0,768.08,0
1,308.0,153.94,1
6,17.0,1844.02,0
1,53.0,546.81,0
3,29.0,723.21,0
5,1.0,1070.71,0
4,11.0,652.74,0
1,361.0,145.0,1
1,359.0,422.7,1
4,4.0,1195.9,0
4,53.0,939.37,0
8,1.0,3628.5,2
10,1.0,2385.0,2
1,190.0,296.7,3
1,53.0,223.36,0
1,280.0,164.39999999999998,1
1,177.0,76.5,3
2,29.0,897.62,0
1,25.0,98.42,0
2,24.0,578.9,0
1,269.0,170.75,1
3,43.0,645.96,0
1,233.0,103.3,1
2,23.0,148.86,0
3,197.0,267.1600000000001,3
1,359.0,306.84000000000003,1
4,60.0,930.41,0
1,129.0,1487.6,3
5,1.0,1952.45,0
2,19.0,483.26,0
1,205.0,157.9,3
3,14.0,541.4599999999999,0
4,94.0,854.95,3
1,19.0,167.61999999999998,0
7,14.0,1122.38,2
3,24.0,454.01,0
2,8.0,901.21,0
8,7.0,4331.48,2
1,332.0,344.14,1
4,50.0,1498.51,0
4,71.0,226.75,0
3,29.0,380.6,0
1,242.0,185.65,1
19,8.0,3622.68,2
1,218.0,143.45999999999998,1
3,4.0,448.8999999999999,0
3,252.0,215.72,1
25,0.0,11045.04,2
1,236.0,175.27,1
2,7.0,1242.3000000000002,0
4,109.0,1133.07,3
3,100.0,1240.2,3
4,60.0,2404.17,0
3,2.0,1479.22,0
7,73.0,2225.9700000000003,0
5,3.0,3927.3400000000006,0
2,85.0,993.18,0
2,12.0,388.79,0
7,23.0,2827.9300000000003,2
1,213.0,2044.37,1
1,17.0,161.67000000000002,0
1,239.0,116.01,1
6,2.0,5102.97,2
1,78.0,394.72,0
2,217.0,309.36,1
2,33.0,193.42,0
5,40.0,1112.2199999999998,0
15,7.0,3984.22,2
6,53.0,2048.45,0
14,22.0,4559.150000000001,2
1,57.0,390.0700000000001,0
3,130.0,329.6000000000001,3
3,173.0,571.2,3
3,5.0,971.5800000000002,0
1,312.0,218.51999999999995,1
1,59.0,81.44,0
3,21.0,1379.9,0
1,32.0,527.05,0
2,14.0,843.48,0
4,18.0,2047.0,0
1,81.0,75.75000000000001,0
8,5.0,1814.12,2
2,169.0,503.6,3
3,1.0,528.3300000000002,0
4,31.0,1324.84,0
9,36.0,2361.9700000000003,2
1,19.0,285.55999999999995,0
2,31.0,547.0600000000001,0
1,276.0,108.5,1
1,86.0,621.6600000000001,0
2,119.0,712.29,3
1,373.0,101.55,1
11,1.0,2895.64,2
3,219.0,1008.39,1
1,65.0,133.06,0
4,60.0,1797.5,0
1,138.0,868.49,3
1,21.0,166.07999999999998,0
10,11.0,3945.0,2
12,25.0,4867.72,2
4,36.0,1207.56,0
1,277.0,117.55,1
7,10.0,2638.9400000000005,2
5,73.0,1674.6900000000005,0
2,25.0,595.42,0
12,17.0,2999.46,2
1,141.0,196.0,3
7,25.0,1802.9100000000003,2
2,18.0,604.64,0
2,3.0,728.1599999999999,0
5,66.0,2055.51,0
2,1.0,347.75,0
7,42.0,3406.72,2
1,227.0,205.7,1
4,15.0,1572.7100000000005,0
2,50.0,3178.17,0
6,1.0,1629.12,0
2,74.0,551.04,0
31,1.0,20374.28,2
6,4.0,1387.68,0
30,1.0,16363.23,2
1,263.0,298.11,1
2,52.0,1992.11,0
1,23.0,184.4,0
6,10.0,2474.3299999999995,0
1,43.0,239.41,0
7,16.0,3191.53,2
7,7.0,5739.460000000001,2
15,30.0,4757.95,2
2,358.0,290.4,1
4,127.0,740.9399999999999,3
1,137.0,200.47,3
1,141.0,283.12,3
2,131.0,765.3400000000001,3
8,38.0,2285.7100000000005,2
1,236.0,338.95000000000005,1
1,260.0,154.95,1
4,16.0,2534.6400000000003,0
1,252.0,417.9500000000001,1
4,30.0,1824.37,0
3,35.0,798.74,0
2,168.0,885.1899999999999,3
9,3.0,1823.52,2
17,4.0,10504.49,2
2,185.0,152.39999999999998,3
2,187.0,267.08000000000004,3
1,169.0,137.45,3
2,10.0,385.1,0
1,44.0,522.91,0
1,320.0,153.0,1
1,200.0,326.4,3
11,22.0,5655.99,2
1,232.0,139.35,1
15,37.0,5396.04,2
4,26.0,1195.94,0
4,96.0,2424.04,3
6,127.0,3276.4,3
3,71.0,1033.0,0
11,16.0,3439.0800000000004,2
1,15.0,1060.25,0
3,3.0,2876.01,0
13,3.0,5298.4800000000005,2
4,79.0,1240.11,0
1,372.0,303.97,1
2,38.0,692.1899999999999,0
3,53.0,700.63,0
19,2.0,13110.02,2
3,9.0,377.44,0
2,9.0,168.24,0
4,19.0,1879.05,0
7,11.0,2791.3500000000004,2
2,113.0,355.11,3
6,3.0,2322.4,0
1,240.0,110.25,1
1,112.0,71.4,3
2,178.0,674.52,3
9,5.0,1797.5700000000002,2
1,359.0,80.64,1
5,0.0,1772.2599999999998,0
30,1.0,5605.290000000001,2
8,19.0,3456.7,2
3,17.0,834.99,0
2,21.0,287.59000000000003,0
1,32.0,712.78,0
1,263.0,15.0,1
2,50.0,818.82,0
3,158.0,371.88,3
1,15.0,271.20000000000005,0
3,8.0,2273.18,0
10,12.0,3997.980000000001,2
5,198.0,1143.2699999999998,3
2,56.0,245.81000000000003,0
2,10.0,182.77,0
4,96.0,1225.41,3
1,254.0,56.4,1
3,24.0,665.8600000000001,0
3,21.0,658.57,0
2,159.0,188.02,3
2,72.0,283.4699999999999,0
1,53.0,131.94,0
2,85.0,278.74,0
4,152.0,1865.19,3
2,73.0,1117.9,0
1,281.0,225.9,1
14,26.0,1965.55,2
1,29.0,106.1,0
1,25.0,323.04,0
2,179.0,350.39,3
4,40.0,697.9000000000001,0
3,22.0,780.4300000000002,0
10,22.0,3055.9300000000003,2
9,37.0,1199.01,2
3,82.0,1285.04,0
1,73.0,512.31,0
1,11.0,546.04,0
12,16.0,5411.91,2
39,4.0,7837.73,2
4,12.0,732.16,0
5,14.0,1770.88,0
4,36.0,36.56,0
3,4.0,387.68,0
7,71.0,3704.87,2
1,51.0,298.4,0
5,5.0,1995.46,0
4,22.0,1820.09,0
1,298.0,889.24,1
3,1.0,398.69999999999993,0
1,33.0,35.400000000000006,0
1,49.0,155.37,0
3,2.0,350.64,0
1,47.0,110.21,0
8,42.0,1593.38,2
5,26.0,2779.3,0
1,42.0,338.79999999999995,0
124,1.0,40991.57,2
1,303.0,205.48,1
1,106.0,51.56,3
1,85.0,2033.1,0
9,81.0,901.2,2
4,218.0,605.8000000000001,1
34,372.0,5391.210000000001,1
2,11.0,114.34,0
2,185.0,311.26,3
1,372.0,208.97,1
4,1.0,1418.0300000000002,0
23,4.0,26879.04,2
12,5.0,5155.66,2
1,304.0,148.21,1
1,368.0,252.8,1
8,3.0,2100.8,2
1,323.0,330.9,1
6,59.0,3160.0,0
3,12.0,597.5,0
20,30.0,10526.32,2
1,142.0,329.65,3
6,30.0,1197.1000000000004,0
5,107.0,428.18,3
12,2.0,1894.35,2
1,204.0,155.90000000000003,3
5,80.0,1859.1600000000003,0
6,185.0,683.4600000000002,3
1,170.0,237.61,3
1,43.0,379.45,0
1,173.0,178.52,3
1,364.0,458.92,1
1,304.0,133.35,1
4,3.0,671.77,0
4,3.0,717.45,0
1,12.0,190.19,0
3,31.0,899.61,0
1,129.0,111.35,3
8,21.0,726.05,2
2,212.0,203.87,1
2,322.0,602.0900000000001,1
1,162.0,203.86,3
3,56.0,244.1,0
1,225.0,112.25,1
8,71.0,1119.81,2
1,44.0,98.0,0
1,23.0,256.32,0
3,172.0,566.6,3
2,85.0,152.06,0
1,159.0,155.79999999999998,3
2,190.0,112.2,3
1,29.0,110.38,0
1,21.0,191.66999999999996,0
4,71.0,800.24,0
1,247.0,72.9,1
1,373.0,243.28,1
1,9.0,366.23,0
5,310.0,311.01,1
2,58.0,411.6,0
1,3.0,336.43,0
3,45.0,341.28000000000003,0
1,88.0,1304.04,0
17,4.0,4204.1,2
4,64.0,826.52,0
1,282.0,207.50000000000003,1
7,11.0,2962.500000000001,2
1,372.0,244.08,1
2,133.0,397.29,3
2,45.0,212.54,0
4,11.0,843.0,0
5,35.0,1740.4799999999998,0
2,134.0,408.36,3
3,29.0,1331.57,0
2,51.0,704.25,0
2,138.0,145.79000000000002,3
1,5.0,389.84,0
7,8.0,4301.22,2
1,159.0,99.14,3
10,49.0,4106.4400000000005,2
1,130.0,304.56,3
1,7.0,77.50000000000001,0
2,233.0,149.58,1
1,37.0,176.67999999999998,0
1,147.0,358.56000000000006,3
45,1.0,58510.48000000001,2
3,72.0,482.2,0
3,39.0,1008.5400000000004,0
12,5.0,2332.7200000000003,2
4,198.0,557.3,3
1,249.0,12.75,1
1,66.0,111.68,0
1,116.0,508.46,3
1,171.0,73.78,3
39,21.0,1296.44,2
1,142.0,102.83,3
2,31.0,471.69999999999993,0
14,37.0,2622.57,2
5,37.0,1098.4299999999998,0
1,371.0,123.07,1
1,373.0,277.35,1
2,166.0,228.2,3
1,211.0,582.59,1
1,241.0,136.04,1
1,51.0,337.04,0
3,24.0,740.79,0
13,15.0,4488.81,2
1,372.0,353.19000000000005,1
1,29.0,288.14,0
1,365.0,300.92,1
4,35.0,757.7099999999998,0
3,165.0,811.45,3
1,145.0,152.68,3
1,22.0,634.9499999999999,0
1,56.0,20.8,0
1,185.0,198.57,3
7,11.0,201.12,2
3,236.0,630.84,1
2,225.0,93.35,1
4,121.0,678.49,3
1,281.0,76.1,1
8,74.0,1970.67,2
2,37.0,382.06000000000006,0
2,12.0,417.23,0
1,362.0,169.46999999999997,1
2,3.0,249.72,0
1,23.0,444.68,0
9,70.0,2116.19,2
1,235.0,257.34,1
1,256.0,174.79999999999998,1
1,373.0,102.79,1
2,155.0,187.29,3
1,28.0,166.42,0
1,4.0,120.03000000000002,0
5,32.0,1483.56,0
3,81.0,523.0,0
2,108.0,122.14,3
1,51.0,38.45,0
1,35.0,668.1099999999999,0
2,152.0,389.78,3
1,98.0,115.31,3
2,4.0,230.65,0
1,334.0,73.5,1
1,65.0,97.97,0
2,21.0,422.88,0
3,35.0,730.4000000000002,0
3,32.0,405.62,0
6,154.0,70.02,3
